x,y,token
37.504112243652344,16.924545288085938,beloved
-57.67409133911133,2.3851892948150635,sat
-19.129728317260742,19.825111389160156,mournful
21.945907592773438,-39.37553024291992,thought
-0.8812935948371887,-51.81917190551758,continuance
-44.89515686035156,-0.21903708577156067,over
10.357328414916992,21.771251678466797,bride
26.49823760986328,34.694129943847656,people
28.55064582824707,3.6494123935699463,gone
-35.58742141723633,-12.07424545288086,left
-19.102558135986328,-52.61967849731445,dine
18.883243560791016,-31.384784698486328,no
-7.696561813354492,-54.948463439941406,prospect
24.361520767211914,62.87192916870117,third
6.180309772491455,-23.969099044799805,cheer
-26.485754013061523,-50.64079284667969,evening
-18.077939987182617,-35.21915817260742,composed
-39.2548828125,-20.96767807006836,himself
9.440680503845215,20.08933448791504,sleep
-38.19742965698242,-15.240428924560547,after
-25.455249786376953,-52.5849609375,dinner
-7.452083587646484,-56.77107620239258,usual
-36.75901412963867,-18.45366859436035,then
5.521542072296143,-17.981788635253906,only
5.026577949523926,27.161556243896484,sit
12.662515640258789,-6.0504069328308105,lost
7.824882507324219,-51.4478874206543,event
12.48317813873291,13.43471908569336,every
25.714696884155273,-38.61197280883789,promise
3.739351749420166,-50.54575729370117,happiness
-17.49602699279785,-62.150142669677734,Weston
-38.725425720214844,-19.331998825073242,man
-0.8982374668121338,-45.355499267578125,unexceptionable
2.0023276805877686,-49.6502571105957,character
16.611955642700195,-52.851104736328125,easy
2.763960838317871,-53.22370529174805,fortune
-1.1161444187164307,-45.29280471801758,suitable
-0.9370415210723877,-22.007030487060547,age
6.33867883682251,-23.080717086791992,pleasant
1.4320166110992432,-46.152061462402344,manners
-44.33528518676758,-17.754573822021484,there
-3.044442892074585,-57.09116744995117,satisfaction
5.347534656524658,-46.01254653930664,considering
3.892552137374878,-48.51322555541992,self
4.402882099151611,-42.28654861450195,denying
4.733752250671387,-46.873348236083984,generous
4.401295185089111,-51.0991325378418,friendship
22.017475128173828,-39.147579193115234,always
10.79163932800293,-56.39668655395508,wished
2.9736709594726562,-36.830196380615234,promoted
7.988184928894043,-45.951202392578125,match
-48.08654022216797,28.344331741333008,black
-26.508127212524414,-50.57840347290039,morning
-2.163534164428711,25.110376358032227,work
30.43189811706543,-30.924169540405273,want
33.1137809753418,-39.77294158935547,would
-35.98518753051758,-23.306385040283203,be
-23.276124954223633,-40.171791076660156,felt
-17.944307327270508,-47.918766021728516,hour
-18.951021194458008,-31.056318283081055,recalled
12.587496757507324,-5.728885173797607,past
0.302927166223526,-55.00569534301758,kindness
2.8580377101898193,58.0587158203125,sixteen
26.45781898498535,-23.29918670654297,how
30.673437118530273,30.227827072143555,taught
4.747857093811035,20.533552169799805,played
1.644899606704712,58.629150390625,five
-39.888031005859375,-15.649494171142578,old
3.567440986633301,-41.19556427001953,devoted
3.2788500785827637,-49.161346435546875,powers
6.695528030395508,-53.220794677734375,attach
10.975558280944824,-40.9763298034668,amuse
0.8287596106529236,-42.24356460571289,health
3.5500826835632324,-36.408607482910156,nursed
-32.90960693359375,23.24679946899414,through
-9.376954078674316,-17.0294189453125,various
-0.7459294199943542,-22.20595932006836,childhood
2.096116781234741,-0.1277725100517273,A
-29.565608978271484,6.098803997039795,large
10.670496940612793,-42.876312255859375,debt
-1.5558961629867554,-56.086631774902344,gratitude
-14.471752166748047,-34.424102783203125,owing
29.447616577148438,-23.47039222717285,here
-1.2050654888153076,-48.1263313293457,intercourse
-27.031885147094727,-25.450639724731445,last
1.537206768989563,57.65327453613281,seven
4.397462368011475,-50.15810012817383,equal
-4.052800178527832,-38.44756317138672,footing
29.09029197692871,15.756814956665039,perfect
0.09634633362293243,-44.8690299987793,unreserve
-18.1295223236084,-45.15803527832031,soon
23.312551498413086,41.47349166870117,followed
-15.083515167236328,-57.859046936035156,Isabella
-33.947166442871094,13.570562362670898,their
-26.699241638183594,-12.316511154174805,each
-26.710037231445312,-12.287313461303711,other
10.13123607635498,-8.050004959106445,yet
14.091376304626465,-32.445701599121094,dearer
-5.4537034034729,-56.83490753173828,recollection
2.016366958618164,-57.14421844482422,companion
-14.929068565368652,-21.046146392822266,such
-28.518783569335938,-43.98957061767578,few
17.562822341918945,41.133087158203125,possessed
41.76682662963867,23.82762908935547,:
-1.6371726989746094,-43.50434494018555,intelligent
-9.198382377624512,-45.46769714355469,informed
4.414793014526367,-59.369503021240234,useful
12.88204288482666,-48.287017822265625,knowing
25.085966110229492,12.82270622253418,ways
4.710068702697754,-58.87397384643555,interested
-8.98773193359375,11.526283264160156,its
-2.216028928756714,-50.40886688232422,concerns
-4.743165493011475,-48.56040573120117,peculiarly
1.4108527898788452,-55.960411071777344,pleasure
-8.29205322265625,-59.470375061035156,scheme
1.751888632774353,-55.65781021118164,hers
15.723512649536133,6.718696117401123,whom
33.1551513671875,-39.887420654296875,could
41.76070022583008,-20.510894775390625,speak
23.59770393371582,39.67724609375,arose
21.354537963867188,-41.77799987792969,never
25.411968231201172,-30.967294692993164,find
20.874792098999023,-33.25168991088867,fault
36.18240737915039,-19.10552978515625,How
29.64409828186035,9.429183006286621,bear
6.886250972747803,-47.27359390258789,change
32.62651443481445,-33.95980453491211,?--
36.86024856567383,-23.975658416748047,true
-26.057579040527344,-45.566253662109375,going
-56.456268310546875,-16.08267593383789,half
-56.42605209350586,-16.057998657226562,mile
-39.62538146972656,-21.54513931274414,them
12.600714683532715,-51.565826416015625,aware
-37.34202575683594,-15.80294132232666,great
32.408077239990234,-38.28205871582031,must
8.53411865234375,-49.14698791503906,difference
-31.54425811767578,24.56748390197754,between
-17.826086044311523,-62.11216354370117,Mrs
0.3626791536808014,-50.832393646240234,advantages
8.37753677368164,-48.7230110168457,natural
0.4799998104572296,-50.37459945678711,domestic
-1.369330644607544,-52.70079803466797,suffering
-12.370744705200195,-20.398635864257812,intellectual
-9.50032901763916,-48.70164489746094,solitude
37.5591926574707,16.814289093017578,dearly
13.616975784301758,-47.1136360168457,loved
-39.21857452392578,-20.856515884399414,he
-39.20862579345703,-20.781599044799805,He
34.80713653564453,3.9109954833984375,meet
-6.468082427978516,-52.66840744018555,conversation
1.9436637163162231,-48.959007263183594,rational
-21.819866180419922,-32.88777542114258,playful
25.05462646484375,18.670461654663086,evil
-5.7781572341918945,-40.216068267822266,actual
11.006209373474121,-37.77301788330078,disparity
0.20782573521137238,13.075103759765625,ages
44.975345611572266,-25.01527976989746,(
44.97193145751953,-25.02179527282715,)
-9.668662071228027,-46.348819732666016,increased
-0.5765043497085571,-44.19670104980469,constitution
0.25720348954200745,-50.873130798339844,habits
17.912817001342773,1.6537625789642334,life
1.0616388320922852,-23.962646484375,without
-3.6611878871917725,-43.61684036254883,activity
3.4380102157592773,-47.96529006958008,mind
19.882652282714844,2.0602920055389404,body
6.191747665405273,-21.672380447387695,older
-6.9488959312438965,-23.593719482421875,though
-3.5935146808624268,-0.5165790915489197,everywhere
-4.359042644500732,-39.95355987548828,friendliness
22.45372772216797,17.026613235473633,heart
16.377641677856445,-55.17998504638672,amiable
-1.7074382305145264,49.53981018066406,talents
-4.722357749938965,-49.54038619995117,recommended
-39.52553176879883,-21.39126968383789,him
-26.5860595703125,-49.76436233520508,time
-19.69129180908203,-26.581424713134766,comparatively
20.785627365112305,43.8801155090332,removed
15.589446067810059,-35.73335647583008,matrimony
-17.357694625854492,-50.84598159790039,settled
-21.30948829650879,-50.89697265625,London
-4.836775779724121,22.41064453125,miles
-60.31304931640625,-2.16231369972229,off
-8.037483215332031,10.7884521484375,beyond
-6.325623512268066,-34.60535430908203,daily
16.563291549682617,-13.044170379638672,reach
24.811721801757812,2.7746243476867676,October
24.808801651000977,2.8137595653533936,November
-35.265445709228516,-6.557478904724121,struggled
-18.748319625854492,-52.981231689453125,Hartfield
25.669614791870117,-29.646400451660156,Christmas
-24.659456253051758,-50.21258544921875,next
-20.169376373291016,-53.229671478271484,visit
43.891536712646484,42.118370056152344,husband
17.061044692993164,30.85633659362793,children
1.5335255861282349,27.41908073425293,fill
35.79066467285156,8.469019889831543,give
1.1932520866394043,-46.49419021606445,society
-59.35078430175781,-2.964231252670288,again
-18.778263092041016,-53.12522506713867,Highbury
-26.54545783996582,37.190433502197266,populous
-20.3112735748291,-50.822662353515625,village
-29.460914611816406,-13.044219017028809,almost
-20.948442459106445,-51.01055908203125,town
-2.2325522899627686,-57.138797760009766,spite
-3.6354763507843018,-33.141624450683594,separate
-53.6230583190918,9.88940143585205,lawn
-0.3320348560810089,-7.8636884689331055,shrubberies
33.17588806152344,40.664527893066406,name
24.898590087890625,-41.34535217285156,really
23.427711486816406,-43.84675598144531,belong
-3.6188995838165283,-51.32796859741211,afforded
18.789546966552734,5.941585063934326,equals
3.668701648712158,13.243082046508789,All
-54.249263763427734,-9.57875919342041,looked
-59.18604278564453,-2.880864143371582,up
-0.8347249031066895,-53.04985046386719,acquaintance
1.135276198387146,-35.71590042114258,universally
18.991796493530273,-52.105628967285156,civil
18.097251892089844,40.02328109741211,among
14.851926803588867,-42.07321548461914,accepted
-30.278987884521484,-9.758275985717773,even
-20.976640701293945,-35.48649215698242,melancholy
-33.86381912231445,-34.5040397644043,sigh
27.110013961791992,-36.884010314941406,wish
12.14438533782959,-54.92229461669922,impossible
22.62074089050293,9.919940948486328,things
0.6638904809951782,20.295007705688477,till
-26.16779899597168,-41.47027587890625,awoke
-29.215848922729492,-13.796724319458008,made
9.917116165161133,-51.380741119384766,necessary
-17.485111236572266,-36.34541702270508,cheerful
8.670269966125488,2.050990104675293,His
-6.278005599975586,-54.32866287231445,spirits
-5.784761428833008,-52.06062698364258,required
-4.130006313323975,-47.4866943359375,support
-5.844552516937256,-58.032440185546875,nervous
22.751319885253906,-39.21620559692383,easily
-7.695694923400879,-48.35395050048828,depressed
20.01307487487793,-39.16435623168945,used
15.109850883483887,-1.9563885927200317,hating
-3.3634746074676514,25.444740295410156,part
-22.454099655151367,-24.420028686523438,kind
-3.3143529891967773,-39.71039581298828,origin
13.154159545898438,-43.75543212890625,reconciled
43.69808578491211,42.47548294067383,daughter
0.8941160440444946,-54.24801254272461,marrying
23.67319679260254,13.10729694366455,nor
7.673961639404297,-7.765964508056641,ever
14.909476280212402,-43.407283782958984,compassion
4.018923282623291,-57.24088668823242,entirely
-40.81586456298828,-20.284215927124023,when
8.728727340698242,-57.21518325805664,obliged
0.9070017337799072,-48.41814041137695,selfishness
13.339075088500977,-43.88011932373047,able
28.7696590423584,-35.04240036010742,suppose
22.077674865722656,-43.24406051635742,feel
23.403989791870117,-45.746734619140625,differently
4.279803276062012,-59.43879318237305,disposed
10.341424942016602,-34.57597732543945,done
8.604866981506348,-7.988935470581055,sad
24.947484970092773,6.913321495056152,thing
22.72088050842285,-41.639015197753906,deal
9.877696990966797,-52.94658660888672,happier
-36.79266357421875,-20.698177337646484,if
-20.37420654296875,-52.608436584472656,spent
33.20963668823242,2.6775264739990234,rest
-26.699260711669922,-39.34933090209961,smiled
24.718036651611328,-35.617713928222656,cheerfully
33.36020278930664,17.308664321899414,keep
24.870851516723633,9.674023628234863,thoughts
-25.485036849975586,-52.61057662963867,tea
27.03807258605957,-34.501060485839844,say
20.436847686767578,-41.079654693603516,exactly
-40.172393798828125,-33.96219253540039,said
-40.44987487792969,-34.01432418823242,""""
35.29901885986328,-25.35673713684082,Poor
32.97307586669922,-34.6800537109375,!--
46.13559341430664,7.6824235916137695,What
26.39613914489746,-39.16617202758789,pity
9.216568946838379,-20.783252716064453,is
35.13279724121094,-31.781078338623047,"!"""
31.67298698425293,-37.55729293823242,cannot
24.99410057067871,-36.61311721801758,agree
28.174049377441406,-26.64072608947754,you
30.38709259033203,-32.16484451293945,papa
29.188770294189453,-34.79886245727539,know
30.679439544677734,-25.611663818359375,good
18.61338996887207,-55.966060638427734,humoured
3.313854694366455,-59.930999755859375,thoroughly
26.12944793701172,-33.69068908691406,deserves
43.74515151977539,42.38230895996094,wife
10.361584663391113,-53.155818939208984,;--
40.1788330078125,-17.59513282775879,live
45.530029296875,-16.851552963256836,us
28.06766700744629,-23.522254943847656,my
-13.717068672180176,-52.33481979370117,odd
9.585807800292969,-28.031103134155273,humours
33.062286376953125,-39.65586471557617,might
33.70151138305664,-33.20039367675781,"?"""
51.61196517944336,12.81590747833252,But
-44.347747802734375,-17.05200958251953,where
2.2687625885009766,-54.391414642333984,advantage
33.78820037841797,-33.195194244384766,?
37.70473861694336,-20.03512191772461,This
0.3690626323223114,58.75496292114258,three
-2.778299570083618,21.84642791748047,times
51.59435272216797,12.777518272399902,And
34.928932189941406,-25.693252563476562,dear
33.347347259521484,-30.958301544189453,"."""
21.95650291442871,-39.19826126098633,often
46.00505828857422,-17.060672760009766,we
32.5457878112793,-38.07033920288086,shall
18.16956329345703,-15.390872955322266,see
-25.990177154541016,-45.48427200317383,coming
46.121822357177734,-17.08063507080078,We
-18.476747512817383,-50.0234375,meeting
35.1609001159668,-31.792152404785156,!
26.37199592590332,-31.260507583618164,begin
28.237598419189453,-30.362491607666016,go
11.198379516601562,-44.403629302978516,pay
46.50570297241211,-12.37413215637207,My
32.93746566772461,-29.20229721069336,am
28.195953369140625,-30.353641510009766,get
-8.771573066711426,18.282567977905273,far
-18.781187057495117,-52.901126861572266,Randalls
-38.56071472167969,21.111347198486328,distance
35.08216857910156,12.160761833190918,walk
35.77826690673828,-27.80190086364746,No
27.90472412109375,-39.98904037475586,nobody
28.139516830444336,-23.668701171875,your
-39.460941314697266,-10.400036811828613,walking
-18.691017150878906,-50.47920227050781,carriage
28.697877883911133,-28.922531127929688,sure
43.166587829589844,46.733726501464844,James
32.478904724121094,-38.06110382080078,will
-38.28927230834961,6.117827892303467,like
7.371567726135254,36.04832077026367,put
2.4604787826538086,53.29446792602539,horses
-37.389442443847656,-22.886131286621094,are
20.04372787475586,-28.421958923339844,poor
-16.222354888916016,11.9025239944458,while
8.27785873413086,-56.1483039855957,paying
45.539554595947266,-16.82706642150879,our
5.52785062789917,13.06934928894043,They
-50.429351806640625,-12.643156051635742,into
-42.697532653808594,-4.000124931335449,stable
28.446983337402344,-26.691741943359375,You
-11.124099731445312,-44.980865478515625,already
19.439361572265625,-37.7686882019043,talked
-26.819265365600586,-50.171424865722656,night
32.43827438354492,-38.282711029052734,may
26.016645431518555,31.969310760498047,because
11.850211143493652,-37.747840881347656,doubt
42.46967315673828,-13.190119743347168,whether
35.746177673339844,8.372664451599121,take
28.304170608520508,-41.41252136230469,anywhere
28.9735050201416,-40.595863342285156,else
45.415733337402344,0.16901586949825287,That
-46.25840759277344,-21.586505889892578,got
34.431251525878906,42.47170639038086,Hannah
26.33603858947754,-36.930259704589844,Nobody
-13.777868270874023,-54.569236755371094,mentioned
27.124980926513672,-46.42661666870117,glad
23.713388442993164,-40.257606506347656,lucky
12.785355567932129,-49.42778778076172,slighted
-44.99602127075195,-0.41071605682373047,upon
3.3593060970306396,-54.13353729248047,account
34.836666107177734,-11.9728422164917,make
40.21062469482422,44.58456802368164,servant
19.1767635345459,-54.252010345458984,pretty
32.00668716430664,30.275053024291992,spoken
-30.969417572021484,-33.69352340698242,girl
0.6705049276351929,-53.390567779541016,opinion
12.159249305725098,-30.317829132080078,Whenever
24.597808837890625,-32.97600173950195,asks
27.949979782104492,-23.4682559967041,me
28.1153507232666,-34.781219482421875,do
-3.881903648376465,-48.335235595703125,manner
-6.60270881652832,46.519081115722656,needlework
21.81903839111328,-47.558223724365234,observe
-40.16866683959961,-1.6968430280685425,turns
-49.24798583984375,4.156150817871094,lock
-51.335960388183594,-17.61749267578125,door
15.749695777893066,-18.525300979614258,right
16.645282745361328,-43.265377044677734,comfort
27.050146102905273,-30.781064987182617,somebody
18.808244705200195,-22.773130416870117,about
39.58582305908203,-20.342958450317383,goes
-11.442668914794922,-53.90621566772461,hearing
29.060245513916016,-37.315818786621094,tell
14.711666107177734,-49.067909240722656,spared
-2.8994126319885254,-50.729923248291016,exertions
29.38235092163086,12.198700904846191,maintain
-16.531822204589844,29.269554138183594,flow
-0.44992220401763916,-51.237186431884766,ideas
9.52977466583252,-55.86808776855469,hoped
23.04894256591797,-34.15261459350586,help
3.028275728225708,-60.13423156738281,tolerably
-9.657777786254883,-30.08182144165039,attacked
-1.904775857925415,-53.00667953491211,regrets
-51.877620697021484,0.7979733347892761,table
-17.239473342895508,-30.099279403686523,placed
-10.78221607208252,-51.333316802978516,visitor
-25.542539596557617,-39.52229690551758,immediately
-14.830642700195312,-47.5238151550293,afterwards
-39.61577606201172,-10.649123191833496,walked
0.0026851887814700603,-58.10190963745117,unnecessary
-17.40486717224121,-62.262115478515625,Knightley
15.887163162231445,-54.634552001953125,sensible
2.4997615814208984,58.56571960449219,eight
2.397968053817749,58.71388626098633,thirty
-0.8149191737174988,-52.86448287963867,intimate
-6.104813575744629,-44.198551177978516,connected
42.366424560546875,43.241947174072266,elder
43.72878646850586,42.415077209472656,brother
-3.9302539825439453,-49.27078628540039,frequent
36.836856842041016,-10.355377197265625,welcome
-24.15623664855957,-44.07195281982422,directly
-3.781147003173828,-50.440242767333984,mutual
-1.3207006454467773,-47.139034271240234,connexions
-21.13513946533203,-44.17156219482422,returned
10.999479293823242,-22.60127830505371,late
-1.04542076587677,21.419883728027344,days
-9.665667533874512,-52.402732849121094,absence
-18.039796829223633,-45.97922897338867,Brunswick
-22.8257999420166,-50.528995513916016,Square
-6.318968772888184,-59.94853210449219,circumstance
-7.175201892852783,-44.78078079223633,animated
-6.385308265686035,-51.89807891845703,inquiries
39.894073486328125,38.6331787109375,answered
51.36933135986328,12.21388053894043,When
7.344620704650879,-42.85887908935547,gratefully
-20.389005661010742,-39.919002532958984,observed
27.151931762695312,-30.872169494628906,come
-50.41922378540039,-12.656800270080566,out
36.5468864440918,11.686708450317383,call
28.347312927246094,-45.69889831542969,afraid
23.242454528808594,-40.32640075683594,shocking
43.37350845336914,-10.68754768371582,Not
33.66028594970703,-25.52102279663086,sir
-21.931467056274414,-2.360576629638672,beautiful
-36.5189208984375,19.046520233154297,moonlight
-20.407447814941406,28.94806480407715,mild
33.328128814697266,9.025179862976074,draw
-59.349609375,-2.8773152828216553,back
-1.3490670919418335,37.92021942138672,fire
-35.54412078857422,-12.065366744995117,found
-17.452178955078125,28.386072158813477,damp
-42.40776062011719,-12.463443756103516,dirty
28.099010467529297,-31.040193557739258,catch
-17.473424911499023,28.54854393005371,cold
49.87046432495117,17.766502380371094,Look
-43.35235595703125,-11.239649772644043,shoes
35.24693298339844,-27.884849548339844,Well
24.899381637573242,-41.46177291870117,quite
5.209062099456787,-34.070247650146484,surprising
-36.72482681274414,24.664060592651367,vast
-20.451417922973633,38.54525375366211,rain
11.935830116271973,40.06966781616211,rained
23.942127227783203,-40.53850173950195,dreadfully
-41.99979782104492,-14.832222938537598,hard
-25.46176528930664,-52.58299255371094,breakfast
20.656579971313477,-39.367027282714844,wanted
11.92019271850586,6.8264923095703125,By
32.98336410522461,-25.005306243896484,bye
4.394969940185547,17.829980850219727,joy
22.724136352539062,2.2029290199279785,Being
-22.568357467651367,-24.281991958618164,sort
-5.938238143920898,-57.9701042175293,feeling
18.416786193847656,-23.388349533081055,hurry
-12.343183517456055,-48.270816802978516,congratulations
24.23077392578125,-46.10628890991211,hope
-56.627498626708984,-10.942839622497559,went
23.821334838867188,-44.80263137817383,behave
45.986671447753906,7.825953006744385,Who
-38.722984313964844,-34.96178436279297,cried
34.142112731933594,-20.77915382385254,Ah
51.648414611816406,-4.580699920654297,Tis
12.623805046081543,-42.67361831665039,business
30.065073013305664,-36.24592590332031,please
20.249574661254883,-40.598262786865234,possibly
33.742305755615234,-28.750043869018555,`
33.18416213989258,-30.8050594329834,.'
5.538445949554443,-49.86173629760742,regard
39.597042083740234,-20.33640480041504,comes
22.254417419433594,-38.01070785522461,question
-0.11632189899682999,-53.87998580932617,dependence
0.4230237305164337,-51.50529098510742,independence
-2.3323307037353516,19.048337936401367,At
7.5130934715271,-47.51725769042969,rate
14.479330062866211,-32.220314025878906,better
6.412768840789795,-30.764585494995117,_one_
-0.0428619384765625,-3.759220838546753,those
-18.791921615600586,-23.654687881469727,fanciful
13.321688652038574,-41.7713737487793,troublesome
